id.tender;id.lot;date;id.procurer;id.bidder;cpv;good;procedure;threshold;count;expected.value;round.0;round.3;quantity;measurement
UA-2016-01-12-000128-a;UA-2016-01-12-000128-a-L1;12.01.2016;24604168;25394112;30197630-1 Папір для друку;Папір А4 80г/м2 500 арк;Допорогова закупівля;Допороги;4;13400;12576;12576;200;пачок
UA-2016-01-14-000106-a;UA-2016-01-14-000106-a-L1;14.01.2016;35198441;25394112;30197620-8 Папір для письма;"1)	папір офісний: формату А4  –  75 пачок (по 500 аркушів у пачці, по 5 пачок в одній коробці, що відповідає вимогам діючих стандартів якості);
2)	Для використання в  копіювальній техніці та принтерах (в т.ч. струменевих);
3)	Без запаху;
4)	Без вмісту шкідливих хімічних речовин (хлор, важкі метали);
5)	Доставка за адресою: 01135, м. Київ,  вул. Павловська, 26/41 здійснюється учасником, її вартість включається в ціну пропозиції;
6)	Папір має бути упакований у вологостійку упаковку по 500 аркушів у пачці;
7)	Формат паперу (мм) – А4 (210х297);
8)	Щільність паперу – 80 г/м2  
9)	Білизна, СІЕ – не менш ніж 146;
10)	Яскравість – неменше 95%;
11)	Товщина – 100 -110 мкм;
12)	Гладкість (за Бендтсеном) – 160-220;
13)	Непрозорість – не менш ніж 92%;
14)	Вміст вологи, % – не більше 4,5;
15)	Відбілювання без використання хлору та важких металів;
16)	Виробник має бути акредитований за стандартами ISO14001.";Допорогова закупівля;Допороги;5;4950;4837;4600;75;штуки
UA-2016-01-14-000146-a;UA-2016-01-14-000146-a-L1;14.01.2016;35210739;25394112;22990000-6 Газетний папір, папір ручного виготовлення та інший некрейдований папір або картон для графічних цілей;«Вироби канцелярські, паперові (папір А4)»;Допорогова закупівля;Допороги;3;78942;76747;74379;1180;набір
UA-2016-01-14-000080-a;UA-2016-01-14-000080-a-L1;14.01.2016;9315357;25394112;22992000-0 Папір або картон ручного виготовлення;Папір А-4;Допорогова закупівля;Допороги;3;95635;92819;79200;1172;пачок
UA-2016-01-19-000001-a;UA-2016-01-19-000001-a-L1;19.01.2016;21085555;25394112;30197630-1 Папір для друку;папір офісний для друку та ксерографії формату А4 в пачках;Допорогова закупівля;Допороги;4;720;698;644;10;штуки
UA-2016-01-19-000083-b;UA-2016-01-19-000083-b-L1;19.01.2016;37397221;25394112;30197630-1 Папір для друку;Папір офісний для друкуючих пристроїв А4 80 г/м2 500 аркушів, білий;Допорогова закупівля;Допороги;8;1000;864;806;13;штуки
UA-2016-01-21-000049-b;UA-2016-01-21-000049-b-L1;21.01.2016;4062216;35659771;30197600-2 Оброблені папір і картон;Папір офісний для використання в копіювальній техніці та принтерах, білий, щільність 80 гр./м. кв., формат А4, в пачці по 500 листів;Допорогова закупівля;Допороги;4;70000;65400;62580;1000;штуки
UA-2016-01-21-000125-b;UA-2016-01-21-000125-b-L1;21.01.2016;20089290;32490245;30197630-1 Папір для друку;Вироби канцелярські паперові (папір А4, 500 арк.,  80г/м2);Допорогова закупівля;Допороги;6;7000;6700;6500;100;штуки
UA-2016-01-25-000146-a;UA-2016-01-25-000146-a-L1;25.01.2016;3188272;37071386;30199000-0 Паперове канцелярське приладдя та інші паперові вироби;Папір ксероксний;Допорогова закупівля;Допороги;7;24000;19872;19870;300;упаковка
UA-2016-01-26-000128-b;UA-2016-01-26-000128-b-L1;26.01.2016;24587955;32490244;30197630-1 Папір для друку;1. ОФИСНАЯ БУМАГА MAESTRO STANDARD А4 Количество в упаковке: 500, плотность (толщина, г/м2):80 г/м2;Допорогова закупівля;Допороги;9;2640;2492;2492;38;штуки
UA-2016-01-26-000008;UA-2016-01-26-000008-L1;26.01.2016;3341339;25394112;30197000-6 Дрібне канцелярське приладдя;Папір офісний формату А4;Допорогова закупівля;Допороги;5;4500;4250;4103;60;пачок
UA-2016-01-26-000268-a;UA-2016-01-26-000268-a-L1;26.01.2016;26351530;40153746;30197630-1 Папір для друку;Папір офісний А-4 (щільність - 80 г/м.кв., кількість аркушів в упаковці - 500) для використання в копіювальній техниці та принтерах;Допорогова закупівля;Допороги;6;20000;17755;17555;265;пачок
UA-2016-01-27-000175-b;UA-2016-01-27-000175-b-L1;27.01.2016;2011456;30126040;30197600-2 Оброблені папір і картон;"Папір офісний для оргтехніки білий, формату А4 ( р.210х297мм.), щільністю 80г/м2, класу ""В"", 500 листів у пачці, ТУ У 21.1-32816241-001:2005";Допорогова закупівля;Допороги;2;2350;2310;2258;35;пачок
UA-2016-01-27-000289-b;UA-2016-01-27-000289-b-L1;27.01.2016;9302607;25394112;30197630-1 Папір для друку;Папір ксероксний А4;Допорогова закупівля;Допороги;3;272000;268080;259920;4000;пачок
UA-2016-01-27-000006-a;UA-2016-01-27-000006-a-L1;27.01.2016;37745469;36265773;30197630-1 Папір для друку;Папір офісний, А4, 80 г/м2, 500 арк, клас C - 50 пачок;Допорогова закупівля;Допороги;5;3800;3250;3173;50;штуки
UA-2016-01-27-000135-a;UA-2016-01-27-000135-a-L1;27.01.2016;23948670;25394112;30197000-6 Дрібне канцелярське приладдя;Папір для друку, клас паперу - В, формат паперу - А4, щільність-80г/м2;Допорогова закупівля;Допороги;3;4000;3695;3450;50;пачок
UA-2016-01-28-000036-b;UA-2016-01-28-000036-b-L1;28.01.2016;25255072;25394112;30197630-1 Папір для друку;Папір А4;Допорогова закупівля;Допороги;4;21000;20520;19910;300;пачок
UA-2016-01-28-000232-b;UA-2016-01-28-000232-b-L1;28.01.2016;2145961;2059616573;30199000-0 Паперове канцелярське приладдя та інші паперові вироби;Папір офісний А-4;Допорогова закупівля;Допороги;4;1950;1675;1664;26;пачок
UA-2016-01-28-000023-b;UA-2016-01-28-000023-b-L1;28.01.2016;1998443;30126040;30199110-4 Копіювальний папір;папір офісний А4-210ммх297мм,щільність 80г/м2,500 аркушів,білий;Допорогова закупівля;Допороги;3;2880;2068;1978;30;пачок
UA-2016-01-29-000063-b;UA-2016-01-29-000063-b-L1;29.01.2016;25953988;25394112;30197630-1 Папір для друку;Папір офісний А4;Допорогова закупівля;Допороги;3;9600;7398;6600;100;пачок
UA-2016-02-01-000143-b;UA-2016-02-01-000143-b-L1;01.02.2016;31753249;23702466;30197630-1 Папір для друку;Папір листовий, офісний, білий, щільність 80г/кв.м, формату А4 - 30 упаковок по 500 аркушів. Місце поставки товару: 03113, м. Київ, проспект Перемоги, 82-А. Строк поставки товару: 5 робочих днів з моменту підписання Договору на поставку товару. Оплата товару: протягом 5 робочих днів з моменту поставки товару. Особа, уповноважена здійснювати зв’язок з учасниками: менеджер з постачання КП УЗН Шевченківського р-ну - Вовк Олександр Анатолійович, тел. (093) 756-31-33;Допорогова закупівля;Допороги;4;2400;2043;2013;30;пачок
UA-2016-02-01-000036-a;UA-2016-02-01-000036-a-L1;01.02.2016;34215427;25394112;22993200-9 Термочутливі папір або картон;"Папір А-4,
(210х297),
80 д/м2,
500 листів,
Доставка за адресою: м.Артемівськ,вул.Артема 44,Донецької обл.";Допорогова закупівля;Допороги;6;2400;1008;720;10;штуки
UA-2016-02-02-000178-b;UA-2016-02-02-000178-b-L1;02.02.2016;2070832;25551379;30197630-1 Папір для друку;Папір офісний (багатофункціональний для чорно-білого друку на лазерних принтерах) А4 - 80гр./м кв., в пачці - 500 аркушів - 350 пачок;Допорогова закупівля;Допороги;2;25000;24145;24145;350;штуки
UA-2016-02-02-000169-b;UA-2016-02-02-000169-b-L1;02.02.2016;20152663;25394112;30197630-1 Папір для друку;Папір офісний А4;Допорогова закупівля;Допороги;4;4655;3795;3742;55;пачок
UA-2016-02-02-000031;UA-2016-02-02-000031-L1;02.02.2016;2312465;25394112;22000000-0 Друкована та супутня продукція;папір офісний формату А4 (увага  внесено змінено суму та кількість);Допорогова закупівля;Допороги;3;4930;4650;4157;58;пачок
UA-2016-02-03-000209-a;UA-2016-02-03-000209-a-L1;03.02.2016;38473017;2522108375;30197630-1 Папір для друку;Папір офісний А-4;Допорогова закупівля;Допороги;3;750;720;640;10;штуки
UA-2016-02-03-000108-a;UA-2016-02-03-000108-a-L1;03.02.2016;37447984;25394112;30197620-8 Папір для письма;Папір А4 класу А,  а саме Lazer Copy 500 SHEETS 210*297 мм. Доставка за рахунок постачальника, оплата після достаки.;Допорогова закупівля;Допороги;5;24000;20556;20304;300;штуки
UA-2016-02-04-000093-b;UA-2016-02-04-000093-b-L1;04.02.2016;3358216;36655081;30197630-1 Папір для друку;"Папір офісний. 
Формат - А4. 
Щільність - 80г/м2 . 
Білизна - 96 %. 
Клас - С. 
Упаковка – 500 листів
Економічний папір для щоденної роботи офісу. Оптимальний для використання при високих обсягах друку . Застосовується для основних видів сучасних високошвидкісних копіювально- розмножувальних апаратів. Офісний папір застосовувати для : чорно -білого друку і копіювання; двостороннього друку і копіювання; високошвидкісного тиражування, без запаху, без вмісту шкідливих хімічних речовин. Папір упакований у вологостійку упаковку. Доставка одноразово, за рахунок постачальника на адресу замовника. Оплата після доставки, згідно накладної.Кількість 25 шт. це 25 пачек бумаги по 500 листів.";Допорогова закупівля;Допороги;2;1800;1713;1712;25;штуки
UA-2016-02-04-000179-a;UA-2016-02-04-000179-a-L1;04.02.2016;3195636;21337459;30197630-1 Папір для друку;Багатофункціональний папір офісний А4 80g/m2, 500* A4, колір білий. Білизна 92%-96% Доставка товару та документів за рахунок постачальника;Допорогова закупівля;Допороги;5;8000;6500;6500;100;штуки
UA-2016-02-04-000260-b;UA-2016-02-04-000260-b-L1;04.02.2016;1993546;25551379;30197642-8 Папір для фотокопіювання та ксерографії;"Папір офісний А4	формат А4 (210х297),
щільність 80г\м2
білизна не менше 98%,
клас В,
пачка – 500 аркушів
Пакування паперу у вологостійку упаковку";Допорогова закупівля;Допороги;2;10000;8950;8624;125;штуки
UA-2016-02-04-000276-b;UA-2016-02-04-000276-b-L1;04.02.2016;25313770;3256706236;30197630-1 Папір для друку;папір А4;Допорогова закупівля;Допороги;3;820;790;779;10;пачок
UA-2016-02-05-000082-a;UA-2016-02-05-000082-a-L1;05.02.2016;22882012;3022316552;30192700-8 Канцелярські товари;Папір А4;Допорогова закупівля;Допороги;9;4700;3744;3743;63;пачок
UA-2016-02-09-000114-a;UA-2016-02-09-000114-a-L1;09.02.2016;32129;25394112;30197630-1 Папір для друку;"ПАПІР А4, клас ""С""";Допорогова закупівля;Допороги;4;1300000;1288056;1252899;18700;пачок
UA-2016-02-09-000092-a;UA-2016-02-09-000092-a-L1;09.02.2016;31944772;25394112;30197630-1 Папір для друку;Папір офісний А-4, щільністю 80г/м2, клас <U+2015> С, 500 аркушів в одній пачці для друку (одностороннього та двостороннього чорно-білого лазерного і струменевого) та копіювання.;Допорогова закупівля;Допороги;2;4000;3798;3798;50;штуки
UA-2016-02-09-000049-b;UA-2016-02-09-000049-b-L1;09.02.2016;21910812;3110111199;30197630-1 Папір для друку;Папір офісний призначений для друку та копіювання на лазерній техніці, формат А4, 500 аркушів в пачці, 80г/м2;Допорогова закупівля;Допороги;7;6300;5625;5425;75;пачок
UA-2016-02-10-000188-a;UA-2016-02-10-000188-a-L1;10.02.2016;37454064;25536121;30197630-1 Папір для друку;Папір офісний А4 (500 арк.);Допорогова закупівля;Допороги;2;11725;11673;11441;168;пачок
UA-2016-02-10-000037-c;UA-2016-02-10-000037-c-L1;10.02.2016;2139222;2863313386;30197630-1 Папір для друку;Папір А-4, для друку( 500 аркушів, 210х297мм);Допорогова закупівля;Допороги;5;1920;1361;1349;20;пачок
UA-2016-02-11-000278-a;UA-2016-02-11-000278-a-L1;11.02.2016;2006544;25394112;30197630-1 Папір для друку;Папір формату А-4 щільністю 80g/m2, 500 аркушів в пачці;Допорогова закупівля;Допороги;5;5000;4550;4498;65;пачок
UA-2016-02-11-000198-a;UA-2016-02-11-000198-a-L1;11.02.2016;38673521;24389020;30000000-9 Офісна та комп’ютерна техніка, устаткування та приладдя, крім меблів та пакетів програмного забезпечення;Папір формату А4;Допорогова закупівля;Допороги;2;4560;4440;4421;50;пачок
UA-2016-02-11-000152-c;UA-2016-02-11-000152-c-L1;11.02.2016;26136719;35284890;30197630-1 Папір для друку;Папір А4;Допорогова закупівля;Допороги;3;10200;9840;9599;110;штуки
UA-2016-02-12-000082-a;UA-2016-02-12-000082-a-L1;12.02.2016;1987416;25394112;30197630-1 Папір для друку;Папір А-4;Допорогова закупівля;Допороги;3;4000;3790;3790;50;пачка
UA-2016-02-15-000046-b;UA-2016-02-15-000046-b-L1;15.02.2016;37470107;36057863;30197630-1 Папір для друку;"Папір офісний MAESTRO Standart, A4, 80г/м2, 500 арк, клас C
Колір - білий";Допорогова закупівля;Допороги;6;7000;6960;6870;100;штуки
UA-2016-02-15-000133-c;UA-2016-02-15-000133-c-L1;15.02.2016;2013194;25394112;30197630-1 Папір для друку;Папір А4;Допорогова закупівля;Допороги;5;20000;18990;17279;250;штуки
UA-2016-02-15-000180-a;UA-2016-02-15-000180-a-L1;15.02.2016;3341598;30730524;30199110-4 Копіювальний папір;Папір офісний А4;Допорогова закупівля;Допороги;3;800;750;724;10;пачок
UA-2016-02-16-000096-a;UA-2016-02-16-000096-a-L1;16.02.2016;1999804;37302187;30197630-1 Папір для друку;"Папір офісний 
- білий
-формат А4
-500 листів
-80 г/м";Допорогова закупівля;Допороги;3;8625;8510;7570;115;пачок
UA-2016-02-16-000142-a;UA-2016-02-16-000142-a-L1;16.02.2016;31517060;25394112;30197630-1 Папір для друку;Папір формату А-4;Допорогова закупівля;Допороги;4;16000;15000;14999;200;пачок
UA-2016-02-16-000017-c;UA-2016-02-16-000017-c-L1;16.02.2016;5534367;25394112;30197630-1 Папір для друку;Папір листовий офісний  Формат А4 Розмір: 210х297 мм,  Щільність- 80 г/м2 Колір – білий Білизна – 98% Клас паперу - В 500 арк. в упаковці Пакування паперу у вологостійку упаковку;Допорогова закупівля;Допороги;2;3600;3550;3550;45;пачок
UA-2016-02-16-000083-c;UA-2016-02-16-000083-c-L1;16.02.2016;5587984;36265773;30197630-1 Папір для друку;Папір офісний. А4 80 мг./м2, 500 арк. білий.;Допорогова закупівля;Допороги;6;1500;1086;1025;15;штуки
UA-2016-02-18-000048-c;UA-2016-02-18-000048-c-L1;18.02.2016;2224229;36057863;30197630-1 Папір для друку;Папір А4, білий, 80 g/m2, А4, 20 упаковок по 500 аркушів, в ціну входить доставка на вул. Госпітальна 24А;Допорогова закупівля;Допороги;3;2800;2770;2746;40;пачок
UA-2016-02-18-000052-c;UA-2016-02-18-000052-c-L1;18.02.2016;3295846;30750577;30197630-1 Папір для друку;папір офісний формат А4;Допорогова закупівля;Допороги;4;1875;1785;1782;25;пачок
UA-2016-02-19-000172-a;UA-2016-02-19-000172-a-L1;19.02.2016;33438845;25394112;30197630-1 Папір для друку;Папір офісний . Формат паперу- А4 / щільність паперу - 80 г/м2 / аркушів в пачці - 500 /  15 пачок.;Допорогова закупівля;Допороги;2;1125;1103;1103;15;пачок
UA-2016-02-19-000100-c;UA-2016-02-19-000100-c-L1;19.02.2016;26620;25394112;30197630-1 Папір для друку;Папір А4;Допорогова закупівля;Допороги;3;65000;58933;58933;850;пачок
UA-2016-02-19-000148-a;UA-2016-02-19-000148-a-L1;19.02.2016;1039493;25394112;30197630-1 Папір для друку;Папір офісний А4;Допорогова закупівля;Допороги;3;800;720;720;10;пачок
UA-2016-02-22-000150-c;UA-2016-02-22-000150-c-L1;22.02.2016;5496862;19499775;30197630-1 Папір для друку;Папір для друку : папір ZOOM, A4, 80г,  500 аркушів, виробництва Фінляндія - 570 пачок, папір ZOOM, A3, 80г, 500 аркушів, виробництва Фінляндія - 15 пачок, папір DATA COPY, A4, 80г, 500 аркушів, виробництва Швеції -63 пачки )(або еквівалент з наданням зразків до визначення результатів);Допорогова закупівля;Допороги;2;49000;46060;45450;648;пачок
UA-2016-02-22-000284-b;UA-2016-02-22-000284-b-L1;22.02.2016;1987273;24389020;30197000-6 Дрібне канцелярське приладдя;Папір офісний 500 арк./шт, формат А-4 (210 х 297 мм), щільність 80 г/м.кв., товщина 104 мкм, шорсткість 250 мл/мін, непрозорість 92%, білизна за СІЕ 153 одиниці;Допорогова закупівля;Допороги;3;5700;5450;5161;75;пачок
UA-2016-02-22-000228-b;UA-2016-02-22-000228-b-L1;22.02.2016;2007265;25394112;30197630-1 Папір для друку;папір офісний А4 - 500 аркушів в пачці ( білий);Допорогова закупівля;Допороги;4;10000;9087;8975;130;пачок
UA-2016-02-22-000070-c;UA-2016-02-22-000070-c-L1;22.02.2016;30885376;2877607260;30197000-6 Дрібне канцелярське приладдя;папір офісний, формат А4;Допорогова закупівля;Допороги;7;6300;5250;4725;70;штуки
UA-2016-02-22-000024-b;UA-2016-02-22-000024-b-L1;22.02.2016;1985400;25536121;30197000-6 Дрібне канцелярське приладдя;Папір для офісної техніки ф. А4;Допорогова закупівля;Допороги;3;9936;7470;7470;108;пачок
UA-2016-02-22-000136-b;UA-2016-02-22-000136-b-L1;22.02.2016;34215427;25394112;30197630-1 Папір для друку;Папір А4 (210х297), 80дм2, 500 листів, Доставка за адресою: м.Артемівськ, вул.Артема 44, Донецької області.;Допорогова закупівля;Допороги;4;4000;3000;2879;40;пачок
UA-2016-02-23-000103-c;UA-2016-02-23-000103-c-L1;23.02.2016;37485422;32490244;30197630-1 Папір для друку;Папір А4 - не менше 40 пачок,  80 г/м2 по 500 арк. у пачці, клас «С»;Допорогова закупівля;Допороги;3;2900;2800;2776;40;штуки
UA-2016-02-23-000099-b;UA-2016-02-23-000099-b-L1;23.02.2016;2142483;25394112;30199100-1 Копіювальний та самокопіювальний папір, папір для трафаретного друку та перебивний папір;Папір канцелярський формат А4;Допорогова закупівля;Допороги;3;14000;13500;12800;187;пачок
UA-2016-02-23-000068-b;UA-2016-02-23-000068-b-L1;23.02.2016;22530614;24389020;30197630-1 Папір для друку;Папір офісний, формату А4;Допорогова закупівля;Допороги;7;10000;9450;8498;125;пачок
UA-2016-02-24-000033-c;UA-2016-02-24-000033-c-L1;24.02.2016;35118626;2449001285;30197630-1 Папір для друку;папір офісний А4;Допорогова закупівля;Допороги;3;76000;69000;66480;1000;пачок
UA-2016-02-24-000290-b;UA-2016-02-24-000290-b-L1;24.02.2016;3189311;37302187;30192700-8 Канцелярські товари;папір ксероксний формат А4  для друку та копіювання в лазерних та струмкеневих принтерах та копіях, 500 листів в пачці, 80 г/м2;Допорогова закупівля;Допороги;2;760;730;679;10;пачок
UA-2016-02-24-000010-b;UA-2016-02-24-000010-b-L1;24.02.2016;25914439;24389020;30197630-1 Папір для друку;Папір офісний білий, А4 80 г/м2, 500 л.;Допорогова закупівля;Допороги;2;2361;2280;2150;31;пачок
UA-2016-02-24-000037-c;UA-2016-02-24-000037-c-L1;24.02.2016;4056121;25551379;30197630-1 Папір для друку;"Маса паперу м<U+00B2>, г/м<U+00B2>: 80 г/м<U+00B2>;
Папір формат – А-4;
Кількість аркушів в пачці – 500 шт.;
Пакування паперу у вологозахисну обгортку: обов<U+00B4>язково..";Допорогова закупівля;Допороги;3;32000;28360;26599;400;штуки
UA-2016-02-24-000040-c;UA-2016-02-24-000040-c-L1;24.02.2016;34621490;37071386;30197000-6 Дрібне канцелярське приладдя;Папір офісний А4;Допорогова закупівля;Допороги;3;8000;7261;6949;100;штуки
UA-2016-02-25-000140-c;UA-2016-02-25-000140-c-L1;25.02.2016;2230193;37302187;30197630-1 Папір для друку;Папір офісний формату А-4 плотність 80г/м.кв.  білий 500 аркушів у пачці;Допорогова закупівля;Допороги;5;5625;5175;4974;75;пачок
UA-2016-02-25-000083-a;UA-2016-02-25-000083-a-L1;25.02.2016;5536188;25394112;30197630-1 Папір для друку;Папір офісний призначений для друку та копіювання на лазерній, струменевій техніці, копіювальних та факсових апаратах. Формат А4, 500 аркушів в упаковці, розмір 210х297мм. Щільність -80 г/кв.м. Доставка за рахунок постачальника, за адресою Донецька область, м. Маріуполь, Іллічівський р-н, пров. Єрмака, 31.;Допорогова закупівля;Допороги;2;2250;2111;2071;30;пачок
UA-2016-02-25-000200-b;UA-2016-02-25-000200-b-L1;25.02.2016;1987244;30750577;30197630-1 Папір для друку;Бумага офисная А4 80 г/м2 500 листов;Допорогова закупівля;Допороги;2;765;755;702;9;пачок
UA-2016-02-26-000150-a;UA-2016-02-26-000150-a-L1;26.02.2016;37992030;25394112;30197630-1 Папір для друку;Папір А-4;Допорогова закупівля;Допороги;4;10000;9592;9344;143;пачок
UA-2016-02-26-000143-a;UA-2016-02-26-000143-a-L1;26.02.2016;26345558;3107619939;30197630-1 Папір для друку;"Офісний папір формату А4 (80гр/м2); близна не менше CIE 150 (ISO/DIS 11475).";Допорогова закупівля;Допороги;2;24500;22750;22750;350;пачок
UA-2016-02-26-000092-b;UA-2016-02-26-000092-b-L1;26.02.2016;4053699;25551379;30197642-8 Папір для фотокопіювання та ксерографії;Папір формату А4 по 500 аркушів, аркуші білі, 80 g/m2;Допорогова закупівля;Допороги;3;10500;10200;10100;150;пачок
UA-2016-02-26-000152-a;UA-2016-02-26-000152-a-L1;26.02.2016;37501653;25394112;30197630-1 Папір для друку;Папір формату А4 по 500 аркушів, аркуші білі, 80 g/m2;Допорогова закупівля;Допороги;3;2000;1960;1861;28;штуки
UA-2016-02-26-000032-b;UA-2016-02-26-000032-b-L1;26.02.2016;13327168;3256706236;30197630-1 Папір для друку;Папір А4;Допорогова закупівля;Допороги;6;4250;3560;3333;50;пачок
UA-2016-02-29-000031-c;UA-2016-02-29-000031-c-L1;29.02.2016;3189535;25394112;30197630-1 Папір для друку;Папір офісний А4, плотність 80 г/м<U+00B2>, клас С, 500 листків в упаковці;Допорогова закупівля;Допороги;2;1540;1529;1529;22;упаковка
UA-2016-03-01-000260-c;UA-2016-03-01-000260-c-L1;01.03.2016;20917678;2873403789;30197630-1 Папір для друку;Папір офісний  А4 80 г/м2 500 арк/пачк.;Допорогова закупівля;Допороги;3;6700;6600;6499;100;пачок
UA-2016-03-01-000431-c;UA-2016-03-01-000431-c-L1;01.03.2016;2543408;25394112;30197630-1 Папір для друку;"Формат листа (розміри): А4; щільність – 80 г/м<U+00B2>; колір – білий; кількість листів в упаковці – 500 шт.";Допорогова закупівля;Допороги;2;2100;2065;1985;30;пачок
UA-2016-03-01-000306-c;UA-2016-03-01-000306-c-L1;01.03.2016;25953988;25394112;30197630-1 Папір для друку;Папір офісний А4, PRO 80, 500 арк.,210х297мм. Доставка за рахунок продавця;Допорогова закупівля;Допороги;3;8400;8338;8338;120;пачок
UA-2016-03-01-000048-a;UA-2016-03-01-000048-a-L1;01.03.2016;37233480;23599138;30197630-1 Папір для друку;папір офісний А4 80г/м2 клас С 500 листів Білий.;Допорогова закупівля;Допороги;2;9000;8400;8000;120;штуки
UA-2016-03-01-000258-c;UA-2016-03-01-000258-c-L1;01.03.2016;9351600;25394112;30197600-2 Оброблені папір і картон;"Папір формату А4, клас ""С"", 80 г/м2, 500 арк/пач";Допорогова закупівля;Допороги;3;1000000;855000;825000;12500;пачок
UA-2016-03-01-000371-c;UA-2016-03-01-000371-c-L1;01.03.2016;4052519;37071386;30197630-1 Папір для друку;Папір офісний для друку та копіювання на лазерній, струменевій техніці Формат A4;Допорогова закупівля;Допороги;4;4800;4450;4132;60;пачок
UA-2016-03-01-000002-c;UA-2016-03-01-000002-c-L1;01.03.2016;40007483;25394112;30199780-1 Бювари;Папір А4 80 г/м.кв. фасований по 500 листів з поставкою за адресою смт Доманівка Миколаївська обл вул Космонавтів,7 двома частинами (у березні 2016 та квітні 2016);Допорогова закупівля;Допороги;5;6000;5324;5282;75;пачка
UA-2016-03-01-000018-a;UA-2016-03-01-000018-a-L1;01.03.2016;33661899;2708121326;30197630-1 Папір для друку;Папір для друку А4 75 пачок (500листів);Допорогова закупівля;Допороги;3;6000;5300;5300;75;пачок
UA-2016-03-01-000036-b;UA-2016-03-01-000036-b-L1;01.03.2016;38494108;25394112;22990000-6 Газетний папір, папір ручного виготовлення та інший некрейдований папір або картон для графічних цілей;папір офісний, формат А4;Допорогова закупівля;Допороги;3;8000;7325;7200;100;штуки
UA-2016-03-02-000121-c;UA-2016-03-02-000121-c-L1;02.03.2016;34900607;2819510547;30197630-1 Папір для друку;"Вироби канцелярські, паперові (папір А4); код ДК 016-2010: 17.23.1.Технічні (якісні) вимоги до товару викладено в окремому файлі.";Допорогова закупівля;Допороги;2;2067;2047;2007;30;пачок
UA-2016-03-02-000199-b;UA-2016-03-02-000199-b-L1;02.03.2016;37501669;25394112;30197630-1 Папір для друку;Папір офісний формату А4, по 500 аркушів в упаковці, щільністю 80 г/м2 (з доставкою).;Допорогова закупівля;Допороги;4;1400;1380;1358;20;пачок
UA-2016-03-02-000293-c;UA-2016-03-02-000293-c-L1;02.03.2016;1999721;24831243;30199310-6 Тиснений або перфорований папір для друку;"Бумага А-4, біла,  ""MAESTRO STANDART"" 80 гр/м2 (210-297 мм), 500 листів";Допорогова закупівля;Допороги;2;5400;4760;4760;70;пачка
UA-2016-03-02-000357-c;UA-2016-03-02-000357-c-L1;02.03.2016;3328327;2819510547;30197644-2 Папір для ксерографії;папір офісний формату А4;Допорогова закупівля;Допороги;3;3600;3015;2993;45;пачок
UA-2016-03-02-000005-c;UA-2016-03-02-000005-c-L1;02.03.2016;2142371;37071386;30197630-1 Папір для друку;Папір офісний А4;Допорогова закупівля;Допороги;9;11600;9129;8824;127;пачок
UA-2016-03-03-000119-b;UA-2016-03-03-000119-b-L1;03.03.2016;20764225;25551379;30197630-1 Папір для друку;Папір ксероксний А4 (500 листів) 80 г/м.кв.;Допорогова закупівля;Допороги;2;1000;989;968;15;пачок
UA-2016-03-03-000064-c;UA-2016-03-03-000064-c-L1;03.03.2016;4061955;2901023766;30192700-8 Канцелярські товари;Папір А4 (білий);Допорогова закупівля;Допороги;3;7000;6900;6850;100;пачок
UA-2016-03-03-000354-c;UA-2016-03-03-000354-c-L1;03.03.2016;37393693;38703681;30197630-1 Папір для друку;Папір офісний призначений для друку та копіювання на лазерній техніці, формат А-4 (Якісні характеристики до паперу  наведені в додатку 1);Допорогова закупівля;Допороги;3;5300;5225;5225;75;пачок
UA-2016-03-03-000158-a;UA-2016-03-03-000158-a-L1;03.03.2016;14316882;2836014619;30197630-1 Папір для друку;Папір офісний А4 , розмір 210*297, 500 аркушів, 80 г/м2 колір - білий;Допорогова закупівля;Допороги;4;7100;6906;6834;100;пачок
UA-2016-03-03-000166-a;UA-2016-03-03-000166-a-L1;03.03.2016;3189073;23863399;30197630-1 Папір для друку;формат А4, 500 аркушів в упаковці, білий;Допорогова закупівля;Допороги;2;4000;3851;3851;55;упаковка
UA-2016-03-03-000114-b;UA-2016-03-03-000114-b-L1;03.03.2016;2004953;25394112;30197630-1 Папір для друку;"Папір офісний, А4, 500 арк./пачк. 210х297 мм
Щільність 80г/м.кв.";Допорогова закупівля;Допороги;3;3750;3330;3330;50;штуки
UA-2016-03-03-000120-a;UA-2016-03-03-000120-a-L1;03.03.2016;8562938;37071386;30190000-7 Офісне устаткування та приладдя різне;Папір формат А-4;Допорогова закупівля;Допороги;8;12500;11028;10555;158;пачок
UA-2016-03-03-000050-a;UA-2016-03-03-000050-a-L1;03.03.2016;31753249;25394112;30197630-1 Папір для друку;Папір листовий, офісний, білий, щільність 80г/кв.м, формату А4, кількість: 100 упаковок по 500 аркушів. Місце поставки товару: 03113, м. Київ, проспект Перемоги, 82-А. Строк поставки товару: 5 днів з моменту підписання Договору на поставку товару. Оплата товару: протягом 7 днів з моменту поставки товару. Товар передається Покупцю частинами в обсягах згідно заявок Покупця за формою видаткових накладних, які видає Постачальник. Особа, уповноважена здійснювати зв’язок з учасниками: менеджер з постачання КП УЗН Шевченківського р-ну - Вовк Олександр Анатолійович, тел. (093) 756-31-33;Допорогова закупівля;Допороги;5;8000;6804;6804;100;пачок
