id.tender;id.lot;date;id.procurer;id.bidder;cpv;good;procedure;threshold;count;expected.value;round.0;round.3;quantity;measurement
UA-2016-03-24-000002-b;UA-2016-03-24-000002-b-L1;24.03.2016;25217812;30750577;30197630-1 Папір для друку;Папір офісний А-4;Допорогова закупівля;Допороги;4;4500;4320;4238;60;упаковка
UA-2016-03-24-000435-a;UA-2016-03-24-000435-a-L1;24.03.2016;39760604;23863399;30197630-1 Папір для друку;Папір А4;Допорогова закупівля;Допороги;2;3000;2904;2891;40;пачок
UA-2016-03-24-000037-c;UA-2016-03-24-000037-c-L1;24.03.2016;33612019;39997507;22991000-3 Газетний папір;папір формату А4;Допорогова закупівля;Допороги;2;3900;3600;3549;50;пачок
UA-2016-03-24-000250-a;UA-2016-03-24-000250-a-L1;24.03.2016;38351628;23863399;30197630-1 Папір для друку;Бумага А4, 210х297мм ,білий;Допорогова закупівля;Допороги;2;3500;2990;2780;40;пачок
UA-2016-03-24-000045-b;UA-2016-03-24-000045-b-L1;24.03.2016;21382170;25394112;30197630-1 Папір для друку;папір ксероксний;Допорогова закупівля;Допороги;3;3600;2396;2396;33;штуки
UA-2016-03-25-000175-a;UA-2016-03-25-000175-a-L1;25.03.2016;2222118;24389020;30197630-1 Папір для друку;Папір офісний А4;Допорогова закупівля;Допороги;3;3400;3381;3381;50;пачок
UA-2016-03-25-000059-b;UA-2016-03-25-000059-b-L1;25.03.2016;1981498;24389020;30197600-2 Оброблені папір і картон;Офісний папір призначений для друку та копіювання на лазерній, стуменеві техніці, формат А4, 500 аркушів в пачці, щільність 80г/м.кв., 210х297мм;Допорогова закупівля;Допороги;2;5600;5515;5515;80;пачок
UA-2016-03-25-000107-a;UA-2016-03-25-000107-a-L1;25.03.2016;9331508;25394112;30197630-1 Папір для друку;Вироби канцелярські, паперові (Папір А4 , 80г/м<U+00B2> , 500 арк.);Допорогова закупівля;Допороги;2;723300;672278;660652;10040;пачок
UA-2016-03-28-000202-a;UA-2016-03-28-000202-a-L1;28.03.2016;40108740;25394112;22990000-6 Газетний папір, папір ручного виготовлення та інший некрейдований папір або картон для графічних цілей;Папір формату А4 (210мм х 297 мм);Допорогова закупівля;Допороги;3;42500;36420;34450;500;пачок
UA-2016-03-28-000152-b;UA-2016-03-28-000152-b-L1;28.03.2016;2215147;2646708325;30197630-1 Папір для друку;Папір друкований А-4;Допорогова закупівля;Допороги;2;3600;2376;2376;30;пачок
UA-2016-03-28-000098-a;UA-2016-03-28-000098-a-L1;28.03.2016;9334702;25394112;30197600-2 Оброблені папір і картон;Папір формату А4, 80 г/м<U+00B2>, 500 арк/пач;Допорогова закупівля;Допороги;3;1279859;697967;697343;10405;пачок
UA-2016-03-29-000092-a;UA-2016-03-29-000092-a-L1;29.03.2016;25297107;23863399;30197630-1 Папір для друку;"Папір MAESTRO standard А-4.
Призначення – для прінтера/копіра.
Кількість листів в пачці - 500. 
Щільність - 80 г/ кв.м. 
Тип поверхні паперу-матова.
Країна виробник –Словакія.";Допорогова закупівля;Допороги;2;3750;3654;3396;50;пачок
UA-2016-03-29-000094-a;UA-2016-03-29-000094-a-L1;29.03.2016;23598905;25394112;30197630-1 Папір для друку;Офісний папір Maestro Standard (Mondi), кількість паперу - 135 пачок, аркушів у пачці – 500,  колір паперу - білий, формат паперу - А4(210мм х 297мм), щільність паперу - 80 г/м2, клас паперу – С, білизна - 96%. білизна CIE – 150. Папір офісний повинен бути новим, непошкодженим, без дефектів та в непошкодженій оригінальній фабричній упаковці.;Допорогова закупівля;Допороги;2;10400;9420;9420;135;штуки
UA-2016-03-30-000250-c;UA-2016-03-30-000250-c-L1;30.03.2016;2230098;25551379;30197642-8 Папір для фотокопіювання та ксерографії;Папір А4;Допорогова закупівля;Допороги;2;3000;2636;2567;38;пачок
UA-2016-03-30-000306-c;UA-2016-03-30-000306-c-L1;30.03.2016;3366374;2901023766;30197630-1 Папір для друку;Папір А4 80 г/м2;Допорогова закупівля;Допороги;3;8640;8280;7980;100;пачок
UA-2016-03-30-000189-c;UA-2016-03-30-000189-c-L1;30.03.2016;35939939;25394112;30197630-1 Папір для друку;Офісний папір формату А4;Допорогова закупівля;Допороги;3;13200;10746;10050;150;пачок
UA-2016-03-30-000014-c;UA-2016-03-30-000014-c-L1;30.03.2016;38092763;37071386;30197630-1 Папір для друку;Папір листовий офісний, білий, щільність 80 г/кв.м., формату А4;Допорогова закупівля;Допороги;2;5000;4099;4069;50;пачок
UA-2016-03-31-000245-c;UA-2016-03-31-000245-c-L1;31.03.2016;38812525;25394112;30197600-2 Оброблені папір і картон;17.12.7 Папір і картон оброблені, (Папір офісний формату А-4);Допорогова закупівля;Допороги;3;5000;4948;4767;70;пачок
UA-2016-03-31-000049-a;UA-2016-03-31-000049-a-L1;31.03.2016;34363933;3147019025;30197630-1 Папір для друку;Папір А4;Допорогова закупівля;Допороги;3;4000;3718;3678;55;штуки
UA-2016-03-31-000139-a;UA-2016-03-31-000139-a-L1;31.03.2016;5484178;3189309642;30197630-1 Папір для друку;"Папір для офісної техніки А4 500л ТМ ""ZOOM Image""";Допорогова закупівля;Допороги;2;4600;4373;4373;50;пачок
UA-2016-04-04-000046-c;UA-2016-04-04-000046-c-L1;04.04.2016;2215383;37071386;30197630-1 Папір для друку;Офісний папір А-4;Допорогова закупівля;Допороги;4;5417;5255;5088;77;пачок
UA-2016-04-04-000246-b;UA-2016-04-04-000246-b-L1;04.04.2016;3192520;24389020;30197630-1 Папір для друку;Папір листовий для офісної техніки А4;Допорогова закупівля;Допороги;2;5005;4567;4567;65;пачок
UA-2016-04-05-000139-b;UA-2016-04-05-000139-b-L1;05.04.2016;25927519;24389020;30197000-6 Дрібне канцелярське приладдя;Папір А4 офісний;Допорогова закупівля;Допороги;3;20000;16512;16125;235;пачок
UA-2016-04-06-000175-c;UA-2016-04-06-000175-c-L1;06.04.2016;21367756;25394112;30197642-8 Папір для фотокопіювання та ксерографії;Папір А4;Допорогова закупівля;Допороги;2;15100;14389;14095;210;пачок
UA-2016-04-06-000087-c;UA-2016-04-06-000087-c-L2;06.04.2016;3196208;2901023766;30197600-2 Оброблені папір і картон;Папір А4 80 500 арк. в пачці;Допорогова закупівля;Допороги;2;3600;3450;3440;50;пачок
UA-2016-04-06-000268-c;UA-2016-04-06-000268-c-L1;06.04.2016;4057741;37302187;22990000-6 Газетний папір, папір ручного виготовлення та інший некрейдований папір або картон для графічних цілей;Папір А4 , 80г/м<U+00B2> , 500 арк./пач;Допорогова закупівля;Допороги;5;12000;9600;9449;150;пачка
UA-2016-04-06-000187-c;UA-2016-04-06-000187-c-L1;06.04.2016;25106679;25394112;30197630-1 Папір для друку;Папір офісний А4 щільністю 80 г/м2, білий, в пачках по 500 аркушів;Допорогова закупівля;Допороги;3;6000;5061;5061;70;пачка
UA-2016-04-07-000232-c;UA-2016-04-07-000232-c-L1;07.04.2016;22793136;24410978;30197630-1 Папір для друку;Папір офісний / канцелярський призначений для друку та копіювання на лазерній, струменевій техниці. Формат А4, розмір 210х297мм, щільність 80 гр/м2 ,500 аркушів  у пачці,білий;Допорогова закупівля;Допороги;3;10500;10281;10155;150;пачок
UA-2016-04-07-000357-c;UA-2016-04-07-000357-c-L1;07.04.2016;4057735;25394112;30199000-0 Паперове канцелярське приладдя та інші паперові вироби;Папір офісний А-4;Допорогова закупівля;Допороги;3;30000;26960;25760;400;пачок
UA-2016-04-07-000121-c;UA-2016-04-07-000121-c-L1;07.04.2016;30212155;25394112;30197630-1 Папір для друку;Папір Laser, copier біла А4 (210 мм х 297 мм), 80 г/м2;Допорогова закупівля;Допороги;2;4000;3745;3660;50;пачок
UA-2016-04-07-000123-c;UA-2016-04-07-000123-c-L1;07.04.2016;13723792;25394112;30197630-1 Папір для друку;папір А4;Допорогова закупівля;Допороги;3;14400;12776;12053;150;штуки
UA-2016-04-11-000088-c;UA-2016-04-11-000088-c-L1;11.04.2016;2139222;2901023766;30197630-1 Папір для друку;Папір А-4, для друку( 500 аркушів, 210х297мм);Допорогова закупівля;Допороги;2;7000;6880;6630;100;пачок
UA-2016-04-11-000300-c;UA-2016-04-11-000300-c-L1;11.04.2016;21368520;25394112;30197642-8 Папір для фотокопіювання та ксерографії;Папір офісний А-4, Berga Speed, або «еквівалент» класу B, у кількості 85 пачок: 1 пачка – 500 аркушів.;Допорогова закупівля;Допороги;4;6000;5795;5652;85;штуки
UA-2016-04-11-000280-c;UA-2016-04-11-000280-c-L1;11.04.2016;26351151;25394112;30197630-1 Папір для друку;Папір формату А-4 80м/г Maestro Standard або аналог;Допорогова закупівля;Допороги;2;3000;2752;2620;40;штуки
UA-2016-04-11-000435-c;UA-2016-04-11-000435-c-L1;11.04.2016;22738019;25394112;22990000-6 Газетний папір, папір ручного виготовлення та інший некрейдований папір або картон для графічних цілей;Папір листовий для офісної техніки, формат А-4;Допорогова закупівля;Допороги;2;11000;9414;9314;138;пачка
UA-2016-04-11-000357-c;UA-2016-04-11-000357-c-L1;11.04.2016;1982591;25394112;30197630-1 Папір для друку;Папір для друку А-4 білий, щільність 80 g/m2, розмір 210х297 мм, непрозорість не менше 90%, білизна СІЕ не менше 145, 500 аркушів в упаковці;Допорогова закупівля;Допороги;2;10200;8160;8160;120;пачок
UA-2016-04-11-000161-a;UA-2016-04-11-000161-a-L1;11.04.2016;5484439;3147019025;30197000-6 Дрібне канцелярське приладдя;папір A4, білизна ISO 95%,  80 г/м, 500 арк/пач;Допорогова закупівля;Допороги;6;6800;5100;4874;75;пачок
UA-2016-04-11-000091-c;UA-2016-04-11-000091-c-L1;11.04.2016;3187660;37071386;30197630-1 Папір для друку;Папір А4;Допорогова закупівля;Допороги;4;12400;9614;9332;130;пачок
UA-2016-04-12-000170-a;UA-2016-04-12-000170-a-L1;12.04.2016;13554415;3171920295;30197630-1 Папір для друку;Папір офісний білий формату А4;Допорогова закупівля;Допороги;2;3600;3485;3400;50;штуки
UA-2016-04-12-000058-a;UA-2016-04-12-000058-a-L1;12.04.2016;3361845;25394112;30197600-2 Оброблені папір і картон;Папір Tecnis Copier А4 (80 г/м2 500 арк);Допорогова закупівля;Допороги;2;24880;22766;22766;340;пачка
UA-2016-04-12-000296-a;UA-2016-04-12-000296-a-L1;12.04.2016;25367397;25394112;30197644-2 Папір для ксерографії;Папір ля ксерокса;Допорогова закупівля;Допороги;2;3000;2851;2851;40;пачка
UA-2016-04-12-000112-a;UA-2016-04-12-000112-a-L1;12.04.2016;26509095;37071386;30197630-1 Папір для друку;Папір друкарський А-4;Допорогова закупівля;Допороги;5;9220;8237;7991;120;пачка
UA-2016-04-12-000103-a;UA-2016-04-12-000103-a-L1;12.04.2016;20888217;25394112;30197630-1 Папір для друку;Папір офісний А4;Допорогова закупівля;Допороги;2;3000;2773;2593;39;пачок
UA-2016-04-12-000338-a;UA-2016-04-12-000338-a-L1;12.04.2016;2318373;37306417;03000000-1 Сільськогосподарська, фермерська продукція, продукція рибальства, лісівництва та супутня продукція;Папір офісний, формат А4;Допорогова закупівля;Допороги;2;3000;2600;2469;36;пачок
UA-2016-04-12-000146-b;UA-2016-04-12-000146-b-L1;12.04.2016;2005639;25394112;30197000-6 Дрібне канцелярське приладдя;"формат А4 (210х297),
щільність 80г\м2
білизна не менше 98%,
клас В,
пачка – 500 аркушів
Пакування паперу у вологостійку упаковку";Допорогова закупівля;Допороги;2;70000;56491;56491;823;пачок
UA-2016-04-12-000129-b;UA-2016-04-12-000129-b-L1;12.04.2016;14280954;25394112;30197630-1 Папір для друку;Папір офісний призначений для друку та копіювання на лазерній техніці А4- клас “В” 210ммх297мм, 500 аркушів, не менше 80 г/м.кв.;Допорогова закупівля;Допороги;3;7100;6000;5900;80;пачок
UA-2016-04-12-000321-a;UA-2016-04-12-000321-a-L1;12.04.2016;21930973;24389020;30197630-1 Папір для друку;папір ксероксний;Допорогова закупівля;Допороги;4;3000;2088;2073;30;пачок
UA-2016-04-13-000306-b;UA-2016-04-13-000306-b-L1;13.04.2016;39216907;25394112;30197630-1 Папір для друку;Папір офісний А4;Допорогова закупівля;Допороги;2;7504;7432;7357;112;пачок
UA-2016-04-13-000163-c;UA-2016-04-13-000163-c-L1;13.04.2016;32350021;25394112;30197600-2 Оброблені папір і картон;Папір А4 80 г/м2 по 500 арк;Допорогова закупівля;Допороги;3;5250;5090;4850;75;пачок
UA-2016-04-13-000123-c;UA-2016-04-13-000123-c-L1;13.04.2016;37454064;25536121;30197630-1 Папір для друку;Папір офісний А4 (500 арк.);Допорогова закупівля;Допороги;2;14000;13776;13559;200;пачок
UA-2016-04-13-000011-a;UA-2016-04-13-000011-a-L1;13.04.2016;25891336;25394112;30197000-6 Дрібне канцелярське приладдя;17.23.1 (30197000-6,папір білий офісний А4);Допорогова закупівля;Допороги;3;8520;8140;7950;120;упаковка
UA-2016-04-13-000374-c;UA-2016-04-13-000374-c-L1;13.04.2016;26508184;25394112;30199000-0 Паперове канцелярське приладдя та інші паперові вироби;папір офісний для друку та копіювання;Допорогова закупівля;Допороги;3;7280;6732;6390;100;пачка
UA-2016-04-13-000074-c;UA-2016-04-13-000074-c-L1;13.04.2016;21910858;25394112;30197630-1 Папір для друку;Папір офісний Ballet Universal A4 80 г/м2;Допорогова закупівля;Допороги;3;9000;8079;7780;120;штуки
UA-2016-04-13-000021-c;UA-2016-04-13-000021-c-L1;13.04.2016;37899736;24389020;30197630-1 Папір для друку;"Папір листовий офісний: Формат: А4; Розмір: 210х297 мм.; Колір - білий; Пачка - 500 аркушів. Щільність g/m2 80 ± 2 Товщина µm 108 ± 3 Маса cm3 /g 1,35 Гладкість 180 ± 50 Рівень білого 161 ± 2 Непрозорість % 94 ± 2 Жорсткість m/Newton 115 ± 10 (MD)";Допорогова закупівля;Допороги;3;4900;4524;4368;65;штуки
UA-2016-04-13-000100-b;UA-2016-04-13-000100-b-L1;13.04.2016;1995120;25394112;30197630-1 Папір для друку;Папір для друку А4. Технічні (якісні вимоги до товару): Папір офісний призначений для друку та копіювання на лазерній, струменевій техніці. У пачці 500 аркушів, формат А4, розмір 210х297 мм, щільність - 80 д/м2, білого кольору.;Допорогова закупівля;Допороги;5;4000;3400;3319;50;штуки
UA-2016-04-14-000074-c;UA-2016-04-14-000074-c-L1;14.04.2016;5416745;25394112;30197630-1 Папір для друку;Папір офісний А4;Допорогова закупівля;Допороги;2;13000;10143;10008;150;упаковка
UA-2016-04-15-000272-b;UA-2016-04-15-000272-b-L1;15.04.2016;37573424;33327611;30197630-1 Папір для друку;папір 80 г/м.кв., А4 для друку і копіювання на лазерній та струменевій техніці, некрейдований;Допорогова закупівля;Допороги;5;17210;14490;14100;250;пачка
UA-2016-04-15-000066-b;UA-2016-04-15-000066-b-L1;15.04.2016;24837292;14236166;30197000-6 Дрібне канцелярське приладдя;папір А4, 80 г/м2, 500 арк. у пачці, клас В;Допорогова закупівля;Допороги;3;11314;10875;9965;147;пачка
UA-2016-04-15-000155-c;UA-2016-04-15-000155-c-L1;15.04.2016;1993828;25394112;30197630-1 Папір для друку;Папір формату А4, щільність паперу 80г/м.2, 500 аркушів в пачці;Допорогова закупівля;Допороги;5;4000;3441;3213;50;штуки
UA-2016-04-18-000043-c;UA-2016-04-18-000043-c-L1;18.04.2016;37979905;37489982;30100000-0 Офісні техніка, устаткування та приладдя, крім комп’ютерів, принтерів та меблів;Папір формату А4, розмір 210х297, плотність 80г/м2, пачка 500 арк., білий. Доставка товару за рахунок постачальника на адресу місто Вінниця, вул. Хмельницьке шосе,7, каб 1301. Оплата здійснюється після доставки товара.;Допорогова закупівля;Допороги;4;10000;9900;9719;150;пачок
UA-2016-04-18-000029-b;UA-2016-04-18-000029-b-L1;18.04.2016;5498743;25394112;30197630-1 Папір для друку;ПАПІР ОФІСНИЙ А-4;Допорогова закупівля;Допороги;3;10000;9721;9108;142;упаковка
UA-2016-04-18-000078-a;UA-2016-04-18-000078-a-L1;18.04.2016;8562915;25394112;30197630-1 Папір для друку;Папір офісний А4 для оргтехніки;Допорогова закупівля;Допороги;2;4015;3736;3736;55;пачок
UA-2016-04-18-000129-a;UA-2016-04-18-000129-a-L1;18.04.2016;21594647;25394112;30197630-1 Папір для друку;"папір А4, 80 г/м2 (500), білий - 140 пачок 
Детальна інформація викладена у оголошенні до закупівлі";Допорогова закупівля;Допороги;6;10500;8953;8946;140;пачок
UA-2016-04-18-000263-a;UA-2016-04-18-000263-a-L1;18.04.2016;38400444;25394112;30197630-1 Папір для друку;Папір А-4, 500 аркушів в пачці, Клас С, білизна 96%, щільність 80г/м2;Допорогова закупівля;Допороги;2;4000;3600;3480;50;пачок
UA-2016-04-18-000120-b;UA-2016-04-18-000120-b-L1;18.04.2016;5388629;14236166;30197600-2 Оброблені папір і картон;Папір для друку А4, базова вага 80г/м2;Допорогова закупівля;Допороги;2;4350;3750;3700;50;штуки
UA-2016-04-19-000125-b;UA-2016-04-19-000125-b-L1;19.04.2016;37401206;23702466;30197000-6 Дрібне канцелярське приладдя;Папір офісний формату А4  365 пачок по 500 аркушів у пачці. Клас В.;Допорогова закупівля;Допороги;2;25000;24068;24068;365;штуки
UA-2016-04-19-000194-b;UA-2016-04-19-000194-b-L1;19.04.2016;13699036;23863399;30197630-1 Папір для друку;Папір офісний А4, клас С, 80 г/м2, 500 аркушів.;Допорогова закупівля;Допороги;2;5625;5250;5139;75;пачок
UA-2016-04-19-000164-c;UA-2016-04-19-000164-c-L1;19.04.2016;22440337;25394112;30197630-1 Папір для друку;Папір А-4;Допорогова закупівля;Допороги;6;7660;6989;6493;102;пачок
UA-2016-04-20-000329-b;UA-2016-04-20-000329-b-L1;20.04.2016;19027846;36057863;30197642-8 Папір для фотокопіювання та ксерографії;"папір офісний, формату А-4, щільністю 80 мг/м2, в упаковках по 500 аркушів, марки ""ZOOM"" або еквівалент";Допорогова закупівля;Допороги;2;6500;6492;6456;100;пачок
UA-2016-04-20-000373-b;UA-2016-04-20-000373-b-L1;20.04.2016;37885262;25394112;30197630-1 Папір для друку;папір офісний А4;Допорогова закупівля;Допороги;3;20000;18998;18998;285;штуки
UA-2016-04-20-000042-c;UA-2016-04-20-000042-c-L1;20.04.2016;5484480;37489982;30197600-2 Оброблені папір і картон;"Вироби канцелярські, паперові (папір А4); код ДК 016-2010: 17.23.1. 3.2.";Допорогова закупівля;Допороги;4;3110;2772;2710;42;пачок
UA-2016-04-20-000575-b;UA-2016-04-20-000575-b-L1;20.04.2016;2226049;24389020;30197642-8 Папір для фотокопіювання та ксерографії;Закупівля паперу А4 80г/м2 500л. Svetocopy (аналог з точними технічними характеристиками). Поставка за рахунок постачальника. Розрахунок після поставки. Постачальник повинен бути платником податку на додану вартість.;Допорогова закупівля;Допороги;3;7500;6792;6567;100;пачок
UA-2016-04-20-000602-b;UA-2016-04-20-000602-b-L1;20.04.2016;35531906;25394112;30197630-1 Папір для друку;Папір А4;Допорогова закупівля;Допороги;4;18240;15955;15235;240;штуки
UA-2016-04-20-000396-b;UA-2016-04-20-000396-b-L1;20.04.2016;1204394;25394112;30197630-1 Папір для друку;Папір офісний А-4,80г/кв.м,500арк./упаковка;Допорогова закупівля;Допороги;3;5500;4554;4418;68;пачок
UA-2016-04-21-000300-b;UA-2016-04-21-000300-b-L1;21.04.2016;38008294;25551379;30197630-1 Папір для друку;Папір офісний формату А4, щільність 80г/м2, в упаковці по 500 листів;Допорогова закупівля;Допороги;3;28250;24996;24995;380;пачок
UA-2016-04-21-000023-c;UA-2016-04-21-000023-c-L1;21.04.2016;33720875;2449001285;30197630-1 Папір для друку;папір А-4;Допорогова закупівля;Допороги;6;7500;6790;6340;100;пачка
UA-2016-04-21-000461-b;UA-2016-04-21-000461-b-L1;21.04.2016;2214515;24389020;30197630-1 Папір для друку;Папір офісний А4,  80г/м2лотность, 500 аркушів  у пачці;Допорогова закупівля;Допороги;2;3000;2744;2654;40;пачок
UA-2016-04-21-000236-b;UA-2016-04-21-000236-b-L1;21.04.2016;37337707;25394112;30197630-1 Папір для друку;Папір для друку А-4 80 грам на м.кв.;Допорогова закупівля;Допороги;3;14000;10250;9800;150;упаковка
UA-2016-04-21-000231-b;UA-2016-04-21-000231-b-L1;21.04.2016;3188381;25536121;30197630-1 Папір для друку;папір офісний А4;Допорогова закупівля;Допороги;2;4750;3360;3252;50;пачок
UA-2016-04-22-000180-b;UA-2016-04-22-000180-b-L1;22.04.2016;38717453;3147019025;30197630-1 Папір для друку;Папір офісний друкарський А4 (пач. - 500 л.) 80 г/кв.м;Допорогова закупівля;Допороги;3;7035;6930;6809;105;пачок
UA-2016-04-22-000168-b;UA-2016-04-22-000168-b-L1;22.04.2016;4052407;30750577;30197630-1 Папір для друку;Папір  А4,;Допорогова закупівля;Допороги;2;20000;15540;15540;267;пачок
UA-2016-04-22-000545-b;UA-2016-04-22-000545-b-L1;22.04.2016;23419575;25394112;30197630-1 Папір для друку;Папір А4;Допорогова закупівля;Допороги;4;7530;6900;6600;100;пачок
UA-2016-04-22-000470-b;UA-2016-04-22-000470-b-L1;22.04.2016;1995663;25536121;30197630-1 Папір для друку;Папір офісний А4 80 g/m<U+00B2> , папір офісний А4 70 g/m<U+00B2>;Допорогова закупівля;Допороги;2;4910;4278;4129;62;пачок
UA-2016-04-25-000402-b;UA-2016-04-25-000402-b-L1;25.04.2016;26005644;24389020;30197630-1 Папір для друку;Папір офісний формату А4;Допорогова закупівля;Допороги;2;3400;3339;3320;50;пачка
UA-2016-04-25-000372-b;UA-2016-04-25-000372-b-L1;25.04.2016;40378209;25394112;30197630-1 Папір для друку;Папір А4 80 г/м (клас С) 500арк.;Допорогова закупівля;Допороги;3;7500;7425;7236;110;пачок
UA-2016-04-25-000252-b;UA-2016-04-25-000252-b-L1;25.04.2016;32399360;25394112;30197630-1 Папір для друку;Папір А4 80мг/м2.;Допорогова закупівля;Допороги;2;3800;3400;3290;50;пачка
UA-2016-04-25-000147-b;UA-2016-04-25-000147-b-L1;25.04.2016;24815706;25394112;30197630-1 Папір для друку;папір формату А-4;Допорогова закупівля;Допороги;4;15200;13452;13376;200;пачок
UA-2016-04-25-000120-a;UA-2016-04-25-000120-a-L1;25.04.2016;1984607;25394112;30197000-6 Дрібне канцелярське приладдя;Папір офісний А4;Допорогова закупівля;Допороги;2;4960;4148;4072;62;пачок
UA-2016-04-25-000029-b;UA-2016-04-25-000029-b-L1;25.04.2016;1985624;38461266;30197000-6 Дрібне канцелярське приладдя;Папір А4 80г/м2 500 арк;Допорогова закупівля;Допороги;2;9840;8736;8638;100;штуки
UA-2016-04-26-000174-b;UA-2016-04-26-000174-b-L1;26.04.2016;25680639;25394112;22990000-6 Газетний папір, папір ручного виготовлення та інший некрейдований папір або картон для графічних цілей;"Папір А4 Berga Speed 80 г/м2 500 аркушів в пачці	пач.	130";Допорогова закупівля;Допороги;3;9750;8689;8385;130;штуки
UA-2016-04-26-000319-b;UA-2016-04-26-000319-b-L1;26.04.2016;2070884;25394112;30197630-1 Папір для друку;Папір офісний А4 80 г/м кв. (500 арк.);Допорогова закупівля;Допороги;4;3800;3450;3275;50;пачок
UA-2016-04-26-000044-c;UA-2016-04-26-000044-c-L1;27.04.2016;2426097;25394112;22990000-6 Газетний папір, папір ручного виготовлення та інший некрейдований папір або картон для графічних цілей;Папір офісний білий А-4, 500 арк, 80 г/м2, клас С;Допорогова закупівля;Допороги;2;36000;34410;32970;500;пачок
UA-2016-04-27-000066-b;UA-2016-04-27-000066-b-L1;27.04.2016;26188248;25394112;30197630-1 Папір для друку;Папір офісний А4, білий, формат 210*297 мм, щільність 80г/м2, кількість аркушів в упаковці 500 шт.).;Допорогова закупівля;Допороги;4;20000;16290;16080;250;пачок
UA-2016-04-28-000449-b;UA-2016-04-28-000449-b-L1;28.04.2016;9315357;37302187;30197620-8 Папір для письма;Папір А4, 500 аркушів/1 пач., 80г/м2 (клас С), Білизна (ISO 11475) - 150,  Яскравість (ISO 2470) – 95 %;Допорогова закупівля;Допороги;2;203400;194580;190439;3000;пачка
UA-2016-04-28-000455-b;UA-2016-04-28-000455-b-L1;28.04.2016;30723632;25394112;30197630-1 Папір для друку;Папір для друку, формат А4;Допорогова закупівля;Допороги;2;10000;8689;8400;130;штуки
UA-2016-04-29-000047-c;UA-2016-04-29-000047-c-L1;29.04.2016;40382655;3181707444;30199000-0 Паперове канцелярське приладдя та інші паперові вироби;Папір офісний для друку та копіювання на лазерній, струменевій техніці Формат А4 Щільність - 80г/м2 К-сть аркушів у пачці - 500 К-сть пачок -50.Доставка за рахунок постачальника;Допорогова закупівля;Допороги;2;3400;3342;3342;50;пачок
UA-2016-04-29-000133-a;UA-2016-04-29-000133-a-L1;29.04.2016;2147629;25394112;30197600-2 Оброблені папір і картон;Папір офісний формату А4 – 400 упаковок (по 500 аркушів в упаковці , по 5 упаковок в одній коробці);Допорогова закупівля;Допороги;2;29960;26712;25776;400;пачок
UA-2016-05-04-000052-c;UA-2016-05-04-000052-c-L1;04.05.2016;35899294;25551379;30197630-1 Папір для друку;Папір А4 офісний;Допорогова закупівля;Допороги;3;6000;5380;5119;80;пачок
UA-2016-05-04-000101-b;UA-2016-05-04-000101-b-L1;04.05.2016;25845655;2646708325;30197000-6 Дрібне канцелярське приладдя;17.23.1 (30197000-6,папір білий офісний А4);Допорогова закупівля;Допороги;3;12000;10050;9570;150;упаковка
UA-2016-05-04-000032-c;UA-2016-05-04-000032-c-L1;04.05.2016;21728332;3307207495;30100000-0 Офісні техніка, устаткування та приладдя, крім комп’ютерів, принтерів та меблів;Папір А-4;Допорогова закупівля;Допороги;2;3200;2760;2760;40;пачок
UA-2016-05-04-000236-b;UA-2016-05-04-000236-b-L1;04.05.2016;8564021;25394112;30197630-1 Папір для друку;Папір офісний, призначений для друку та копіювання на лазерній, струменевій техніці, копіювальних та факсових апаратах.;Допорогова закупівля;Допороги;6;3060;2500;2407;36;пачок
UA-2016-05-05-000033-b;UA-2016-05-05-000033-b-L1;05.05.2016;2216158;25394112;30197630-1 Папір для друку;Папір ксероксний А4 (білий);Допорогова закупівля;Допороги;3;5421;5237;5146;80;пачок
UA-2016-05-05-000252-b;UA-2016-05-05-000252-b-L1;05.05.2016;37899741;24389020;30199110-4 Копіювальний папір;Папір офісний формату А4;Допорогова закупівля;Допороги;3;4800;4083;3983;60;пачка
UA-2016-05-05-000007-a;UA-2016-05-05-000007-a-L1;05.05.2016;9511660;25394112;30197630-1 Папір для друку;"Папір офісний формат А-4; 500 арк; класс В, В+; білизна, СIE не менше 150.";Допорогова закупівля;Допороги;2;10000;7350;6348;100;штуки
UA-2016-05-06-000190-b;UA-2016-05-06-000190-b-L1;06.05.2016;35527334;3189309642;30197630-1 Папір для друку;папір А-4;Допорогова закупівля;Допороги;2;12700;12388;12188;190;пачок
UA-2016-05-06-000142-b;UA-2016-05-06-000142-b-L1;06.05.2016;31270637;39304977;30197630-1 Папір для друку;Папір офісний формату А4 для використання в копіювальній техніці та принтерах (код ДК 021:2015 – 30197630-1 Папір для друку);Допорогова закупівля;Допороги;3;20100;19656;17400;300;пачок
UA-2016-05-06-000167-b;UA-2016-05-06-000167-b-L1;06.05.2016;21726913;2646708325;30197600-2 Оброблені папір і картон;"Папір офісний А4, 80 г/м2, 500 листів в пачці. Для друку та копіювання в лазерних принтерах та копірах. Доставка безкоштовна. Оплата здійснюється після надходження товару та за наявності фінансування. Виробниками не можуть бути суб""єкти господарювання Російської Федерації.";Допорогова закупівля;Допороги;3;7900;7603;7364;115;пачок
